no,item,attempts
5450,cactus,10
5451,cactus,11
5452,cactus,10
5453,cactus,13
5454,cactus,14
5455,cactus,14
5456,cactus,10
5457,cactus,12
5458,cactus,15
5459,cactus,12
5460,cactus,9
5461,cactus,10
5462,cactus,15
5463,cactus,15
5464,cactus,11
5465,cactus,16
5466,cactus,13
5467,cactus,21
5468,cactus,10
5469,cactus,11
5470,cactus,22
5471,cactus,10
5472,cactus,10
5473,cactus,13
5474,cactus,17
5475,cactus,17
5476,cactus,9
5477,cactus,12
5478,cactus,11
5479,cactus,13
5480,cactus,10
5481,cactus,8
5482,cactus,11
5483,cactus,11
5484,cactus,15
5485,cactus,14
5486,cactus,14
5487,cactus,16
5488,cactus,17
5489,cactus,12
5490,cactus,9
5491,cactus,8
5492,cactus,11
5493,cactus,14
5494,cactus,13
5495,cactus,14
5496,cactus,11
5497,cactus,10
5498,cactus,13
5499,cactus,11
5500,cactus,10
5501,cactus,15
5502,cactus,15
5503,cactus,13
5504,cactus,22
5505,cactus,8
5506,cactus,13
5507,cactus,11
5508,cactus,10
5509,cactus,20
5510,cactus,21
5511,cactus,8
5512,cactus,11
5513,cactus,9
5514,cactus,27
5515,cactus,12
5516,cactus,11
5517,cactus,10
5518,cactus,15
5519,cactus,9
5520,cactus,18
5521,cactus,15
5522,cactus,13
5523,cactus,12
5524,cactus,13
5525,cactus,18
5526,cactus,8
5527,cactus,9
5528,cactus,14
5529,cactus,8
5530,cactus,17
5531,cactus,17
5532,cactus,10
5533,cactus,13
5534,cactus,11
5535,cactus,13
5536,cactus,20
5537,cactus,18
5538,cactus,15
5539,cactus,16
5540,cactus,11
5541,cactus,18
5542,cactus,13
5543,cactus,9
5544,cactus,11
5545,cactus,13
5546,cactus,12
5547,cactus,10
5548,cactus,13
5549,cactus,13
5550,cactus,14
5551,cactus,10
5552,cactus,11
5553,cactus,12
5554,cactus,10
5555,cactus,11
5556,cactus,13
5557,cactus,12
5558,cactus,15
5559,cactus,28
5560,cactus,17
5561,cactus,10
5562,cactus,11
5563,cactus,10
5564,cactus,9
5565,cactus,10
5566,cactus,9
5567,cactus,14
5568,cactus,12
5569,cactus,14
5570,cactus,14
5571,cactus,15
5572,cactus,11
5573,cactus,18
5574,cactus,13
5575,cactus,12
5576,cactus,10
5577,cactus,11
5578,cactus,11
5579,cactus,16
5580,cactus,15
5581,cactus,13
5582,cactus,14
5583,cactus,15
5584,cactus,13
5585,cactus,14
5586,cactus,12
5587,cactus,21
5588,cactus,16
5589,cactus,13
5590,cactus,7
5591,cactus,11
5592,cactus,8
5593,cactus,14
5594,cactus,15
5595,cactus,14
5596,cactus,9
5597,cactus,12
5598,cactus,10
5599,cactus,13
5600,cactus,13
5601,cactus,21
5602,cactus,10
5603,cactus,13
5604,cactus,12
5605,cactus,21
5606,cactus,18
5607,cactus,16
5608,cactus,9
5609,cactus,7
5610,cactus,14
5611,cactus,13
5612,cactus,9
5613,cactus,10
5614,cactus,12
5615,cactus,9
5616,cactus,9
5617,cactus,11
5618,cactus,12
5619,cactus,10
5620,cactus,12
5621,cactus,12
5622,cactus,26
5623,cactus,19
5624,cactus,15
5625,cactus,10
5626,cactus,15
5627,cactus,12
5628,cactus,12
5629,cactus,13
5630,cactus,11
5631,cactus,19
5632,cactus,13
5633,cactus,10
5634,cactus,16
5635,cactus,14
5636,cactus,20
5637,cactus,12
5638,cactus,8
5639,cactus,10
5640,cactus,12
5641,cactus,8
5642,cactus,15
5643,cactus,11
5644,cactus,13
5645,cactus,13
5646,cactus,16
5647,cactus,13
5648,cactus,12
5649,cactus,15
5650,cactus,13
5651,cactus,12
5652,cactus,14
5653,cactus,11
5654,cactus,16
5655,cactus,12
5656,cactus,19
5657,cactus,10
5658,cactus,11
5659,cactus,12
5660,cactus,13
5661,cactus,14
5662,cactus,9
5663,cactus,12
5664,cactus,9
5665,cactus,9
5666,cactus,10
5667,cactus,13
5668,cactus,15
5669,cactus,8
5670,cactus,15
5671,cactus,8
5672,cactus,9
5673,cactus,10
5674,cactus,11
5675,cactus,7
5676,cactus,11
5677,cactus,11
5678,cactus,21
5679,cactus,15
5680,cactus,15
5681,cactus,11
5682,cactus,10
5683,cactus,9
5684,cactus,23
5685,cactus,11
5686,cactus,11
5687,cactus,15
5688,cactus,20
5689,cactus,12
5690,cactus,10
5691,cactus,10
5692,cactus,12
5693,cactus,10
5694,cactus,8
5695,cactus,14
5696,cactus,14
5697,cactus,15
5698,cactus,14
5699,cactus,13
5700,cactus,12
5701,cactus,15
5702,cactus,13
5703,cactus,16
5704,cactus,13
5705,cactus,14
5706,cactus,8
5707,cactus,11
5708,cactus,10
5709,cactus,9
5710,cactus,16
5711,cactus,9
5712,cactus,15
5713,cactus,13
5714,cactus,12
5715,cactus,12
5716,cactus,14
5717,cactus,10
5718,cactus,11
5719,cactus,14
5720,cactus,12
5721,cactus,16
5722,cactus,11
5723,cactus,10
5724,cactus,10
5725,cactus,10
5726,cactus,12
5727,cactus,13
5728,cactus,12
5729,cactus,14
5730,cactus,13
5731,cactus,12
5732,cactus,11
5733,cactus,9
5734,cactus,15
5735,cactus,8
5736,cactus,9
5737,cactus,11
5738,cactus,17
5739,cactus,20
5740,cactus,17
5741,cactus,14
5742,cactus,19
5743,cactus,14
5744,cactus,12
5745,cactus,10
5746,cactus,11
5747,cactus,12
5748,cactus,14
5749,cactus,15
5750,cactus,15
5751,cactus,9
5752,cactus,7
5753,cactus,17
5754,cactus,13
5755,cactus,9
5756,cactus,15
5757,cactus,15
5758,cactus,12
5759,cactus,14
5760,cactus,21
5761,cactus,10
5762,cactus,20
5763,cactus,13
5764,cactus,9
5765,cactus,19
5766,cactus,9
5767,cactus,12
5768,cactus,18
5769,cactus,12
5770,cactus,14
5771,cactus,19
5772,cactus,11
5773,cactus,11
5774,cactus,16
5775,cactus,17
5776,cactus,11
5777,cactus,11
5778,cactus,12
5779,cactus,14
5780,cactus,13
5781,cactus,13
5782,cactus,9
5783,cactus,12
5784,cactus,11
5785,cactus,14
5786,cactus,19
5787,cactus,14
5788,cactus,15
5789,cactus,18
5790,cactus,14
5791,cactus,11
5792,cactus,15
5793,cactus,16
5794,cactus,13
5795,cactus,8
5796,cactus,14
5797,cactus,12
5798,cactus,14
5799,cactus,8
5800,cactus,10
5801,cactus,14
5802,cactus,19
5803,cactus,13
5804,cactus,12
5805,cactus,11
5806,cactus,13
5807,cactus,12
5808,cactus,13
5809,cactus,14
5810,cactus,12
5811,cactus,7
5812,cactus,11
5813,cactus,11
5814,cactus,12
5815,cactus,15
5816,cactus,14
5817,cactus,16
5818,cactus,11
5819,cactus,19
5820,cactus,13
5821,cactus,10
5822,cactus,10
5823,cactus,13
5824,cactus,10
5825,cactus,14
5826,cactus,15
5827,cactus,9
5828,cactus,9
5829,cactus,15
5830,cactus,18
5831,cactus,13
5832,cactus,8
5833,cactus,17
5834,cactus,10
5835,cactus,15
5836,cactus,14
5837,cactus,8
5838,cactus,13
5839,cactus,21
5840,cactus,16
5841,cactus,12
5842,cactus,11
5843,cactus,13
5844,cactus,13
5845,cactus,14
5846,cactus,14
5847,cactus,18
5848,cactus,11
5849,cactus,17
5850,cactus,12
5851,cactus,11
5852,cactus,19
5853,cactus,14
5854,cactus,18
5855,cactus,11
5856,cactus,12
5857,cactus,13
5858,cactus,11
5859,cactus,12
5860,cactus,10
5861,cactus,10
5862,cactus,13
5863,cactus,18
5864,cactus,14
5865,cactus,20
5866,cactus,16
5867,cactus,11
5868,cactus,12
5869,cactus,10
5870,cactus,14
5871,cactus,13
5872,cactus,14
5873,cactus,10
5874,cactus,16
5875,cactus,10
5876,cactus,10
5877,cactus,14
5878,cactus,14
5879,cactus,13
5880,cactus,19
5881,cactus,12
5882,cactus,10
5883,cactus,7
5884,cactus,13
5885,cactus,17
5886,cactus,13
5887,cactus,13
5888,cactus,14
5889,cactus,23
5890,cactus,10
5891,cactus,13
5892,cactus,10
5893,cactus,12
5894,cactus,12
5895,cactus,12
5896,cactus,12
5897,cactus,11
5898,cactus,17
5899,cactus,9
5900,cactus,17
5901,cactus,13
5902,cactus,13
5903,cactus,12
5904,cactus,10
5905,cactus,14
5906,cactus,14
5907,cactus,11
5908,cactus,11
5909,cactus,12
5910,cactus,10
5911,cactus,16
5912,cactus,9
5913,cactus,11
5914,cactus,15
5915,cactus,13
5916,cactus,17
5917,cactus,15
5918,cactus,17
5919,cactus,22
5920,cactus,18
5921,cactus,10
5922,cactus,13
5923,cactus,14
5924,cactus,15
5925,cactus,11
5926,cactus,9
5927,cactus,17
5928,cactus,11
5929,cactus,12
5930,cactus,10
5931,cactus,9
5932,cactus,11
5933,cactus,12
5934,cactus,18
5935,cactus,14
5936,cactus,9
5937,cactus,15
5938,cactus,14
5939,cactus,18
5940,cactus,10
5941,cactus,13
5942,cactus,10
5943,cactus,11
5944,cactus,9
5945,cactus,12
5946,cactus,11
5947,cactus,9
5948,cactus,13
5949,cactus,20
5950,cactus,10
5951,cactus,20
5952,cactus,11
5953,cactus,14
5954,cactus,16
5955,cactus,14
5956,cactus,10
5957,cactus,9
5958,cactus,9
5959,cactus,16
5960,cactus,12
5961,cactus,13
5962,cactus,14
5963,cactus,11
5964,cactus,13
5965,cactus,12
5966,cactus,15
5967,cactus,9
5968,cactus,16
5969,cactus,8
5970,cactus,16
5971,cactus,10
5972,cactus,21
5973,cactus,12
5974,cactus,11
5975,cactus,14
5976,cactus,9
5977,cactus,12
5978,cactus,12
5979,cactus,12
5980,cactus,13
5981,cactus,13
5982,cactus,14
5983,cactus,17
5984,cactus,9
5985,cactus,12
5986,cactus,13
5987,cactus,11
5988,cactus,19
5989,cactus,14
5990,cactus,18
5991,cactus,12
5992,cactus,17
5993,cactus,14
5994,cactus,17
5995,cactus,8
5996,cactus,10
5997,cactus,8
5998,cactus,10
5999,cactus,10
6000,cactus,11
6001,carrot,11
6002,carrot,8
6003,carrot,9
6004,carrot,12
6005,carrot,13
6006,carrot,10
6007,carrot,7
6008,carrot,12
6009,carrot,10
6010,carrot,14
6011,carrot,13
6012,carrot,8
6013,carrot,11
6014,carrot,8
6015,carrot,10
6016,carrot,10
6017,carrot,11
6018,carrot,14
6019,carrot,7
6020,carrot,12
6021,carrot,11
6022,carrot,11
6023,carrot,11
6024,carrot,12
6025,carrot,8
6026,carrot,12
6027,carrot,11
6028,carrot,10
6029,carrot,13
6030,carrot,11
6031,carrot,10
6032,carrot,13
6033,carrot,8
6034,carrot,14
6035,carrot,9
6036,carrot,9
6037,carrot,9
6038,carrot,12
6039,carrot,11
6040,carrot,13
6041,carrot,11
6042,carrot,9
6043,carrot,14
6044,carrot,9
6045,carrot,9
6046,carrot,8
6047,carrot,13
6048,carrot,10
6049,carrot,9
6050,carrot,10
6051,carrot,11
6052,carrot,16
6053,carrot,8
6054,carrot,13
6055,carrot,10
6056,carrot,11
6057,carrot,9
6058,carrot,12
6059,carrot,11
6060,carrot,11
6061,carrot,8
6062,carrot,7
6063,carrot,11
6064,carrot,9
6065,carrot,12
6066,carrot,16
6067,carrot,8
6068,carrot,10
6069,carrot,9
6070,carrot,17
6071,carrot,18
6072,carrot,13
6073,carrot,11
6074,carrot,14
6075,carrot,7
6076,carrot,10
6077,carrot,13
6078,carrot,11
6079,carrot,10
6080,carrot,12
6081,carrot,7
6082,carrot,12
6083,carrot,16
6084,carrot,10
6085,carrot,8
6086,carrot,12
6087,carrot,10
6088,carrot,9
6089,carrot,9
6090,carrot,12
6091,carrot,9
6092,carrot,9
6093,carrot,7
6094,carrot,12
6095,carrot,7
6096,carrot,13
6097,carrot,9
6098,carrot,13
6099,carrot,8
6100,carrot,15
6101,carrot,9
6102,carrot,12
6103,carrot,8
6104,carrot,8
6105,carrot,8
6106,carrot,15
6107,carrot,13
6108,carrot,8
6109,carrot,10
6110,carrot,10
6111,carrot,12
6112,carrot,10
6113,carrot,8
6114,carrot,13
6115,carrot,8
6116,carrot,7
6117,carrot,11
6118,carrot,10
6119,carrot,10
6120,carrot,10
6121,carrot,12
6122,carrot,11
6123,carrot,13
6124,carrot,9
6125,carrot,9
6126,carrot,8
6127,carrot,13
6128,carrot,12
6129,carrot,12
6130,carrot,7
6131,carrot,16
6132,carrot,9
6133,carrot,11
6134,carrot,11
6135,carrot,12
6136,carrot,12
6137,carrot,15
6138,carrot,9
6139,carrot,10
6140,carrot,12
6141,carrot,7
6142,carrot,8
6143,carrot,14
6144,carrot,10
6145,carrot,10
6146,carrot,12
6147,carrot,10
6148,carrot,11
6149,carrot,11
6150,carrot,9
6151,carrot,11
6152,carrot,11
6153,carrot,12
6154,carrot,13
6155,carrot,12
6156,carrot,8
6157,carrot,8
6158,carrot,11
6159,carrot,12
6160,carrot,13
6161,carrot,9
6162,carrot,11
6163,carrot,10
6164,carrot,11
6165,carrot,12
6166,carrot,8
6167,carrot,7
6168,carrot,11
6169,carrot,13
6170,carrot,9
6171,carrot,8
6172,carrot,8
6173,carrot,13
6174,carrot,7
6175,carrot,9
6176,carrot,10
6177,carrot,12
6178,carrot,7
6179,carrot,19
6180,carrot,11
6181,carrot,10
6182,carrot,10
6183,carrot,12
6184,carrot,14
6185,carrot,10
6186,carrot,9
6187,carrot,10
6188,carrot,8
6189,carrot,8
6190,carrot,9
6191,carrot,7
6192,carrot,13
6193,carrot,15
6194,carrot,10
6195,carrot,9
6196,carrot,10
6197,carrot,12
6198,carrot,8
6199,carrot,11
6200,carrot,8
6201,carrot,9
6202,carrot,10
6203,carrot,11
6204,carrot,9
6205,carrot,14
6206,carrot,8
6207,carrot,14
6208,carrot,8
6209,carrot,8
6210,carrot,12
6211,carrot,10
6212,carrot,10
6213,carrot,9
6214,carrot,11
6215,carrot,9
6216,carrot,7
6217,carrot,10
6218,carrot,8
6219,carrot,10
6220,carrot,10
6221,carrot,7
6222,carrot,9
6223,carrot,12
6224,carrot,10
6225,carrot,8
6226,carrot,12
6227,carrot,11
6228,carrot,9
6229,carrot,12
6230,carrot,10
6231,carrot,9
6232,carrot,10
6233,carrot,7
6234,carrot,10
6235,carrot,9
6236,carrot,7
6237,carrot,9
6238,carrot,8
6239,carrot,7
6240,carrot,10
6241,carrot,13
6242,carrot,12
6243,carrot,12
6244,carrot,13
6245,carrot,9
6246,carrot,7
6247,carrot,14
6248,carrot,10
6249,carrot,7
6250,carrot,8
6251,carrot,15
6252,carrot,7
6253,carrot,10
6254,carrot,8
6255,carrot,13
6256,carrot,10
6257,carrot,9
6258,carrot,9
6259,carrot,19
6260,carrot,13
6261,carrot,9
6262,carrot,10
6263,carrot,8
6264,carrot,10
6265,carrot,12
6266,carrot,13
6267,carrot,10
6268,carrot,10
6269,carrot,9
6270,carrot,11
6271,carrot,9
6272,carrot,17
6273,carrot,10
6274,carrot,8
6275,carrot,9
6276,carrot,10
6277,carrot,17
6278,carrot,10
6279,carrot,11
6280,carrot,11
6281,carrot,12
6282,carrot,11
6283,carrot,13
6284,carrot,10
6285,carrot,11
6286,carrot,11
6287,carrot,9
6288,carrot,10
6289,carrot,15
6290,carrot,14
6291,carrot,13
6292,carrot,11
6293,carrot,9
6294,carrot,10
6295,carrot,11
6296,carrot,13
6297,carrot,8
6298,carrot,13
6299,carrot,12
6300,carrot,12
6301,carrot,8
6302,carrot,7
6303,carrot,14
6304,carrot,10
6305,carrot,9
6306,carrot,13
6307,carrot,11
6308,carrot,12
6309,carrot,8
6310,carrot,9
6311,carrot,14
6312,carrot,8
6313,carrot,9
6314,carrot,7
6315,carrot,11
6316,carrot,11
6317,carrot,8
6318,carrot,13
6319,carrot,12
6320,carrot,10
6321,carrot,8
6322,carrot,8
6323,carrot,12
6324,carrot,16
6325,carrot,12
6326,carrot,8
6327,carrot,11
6328,carrot,9
6329,carrot,10
6330,carrot,11
6331,carrot,12
6332,carrot,12
6333,carrot,7
6334,carrot,10
6335,carrot,10
6336,carrot,9
6337,carrot,17
6338,carrot,9
6339,carrot,11
6340,carrot,11
6341,carrot,10
6342,carrot,9
6343,carrot,13
6344,carrot,8
6345,carrot,9
6346,carrot,8
6347,carrot,10
6348,carrot,8
6349,carrot,12
6350,carrot,12
6351,carrot,8
6352,carrot,8
6353,carrot,11
6354,carrot,11
6355,carrot,10
6356,carrot,7
6357,carrot,13
6358,carrot,10
6359,carrot,9
6360,carrot,13
6361,carrot,8
6362,carrot,12
6363,carrot,13
6364,carrot,15
6365,carrot,13
6366,carrot,10
6367,carrot,12
6368,carrot,12
6369,carrot,10
6370,carrot,11
6371,carrot,11
6372,carrot,8
6373,carrot,11
6374,carrot,8
6375,carrot,12
6376,carrot,13
6377,carrot,8
6378,carrot,10
6379,carrot,9
6380,carrot,10
6381,carrot,11
6382,carrot,8
6383,carrot,9
6384,carrot,10
6385,carrot,10
6386,carrot,11
6387,carrot,12
6388,carrot,8
6389,carrot,13
6390,carrot,10
6391,carrot,11
6392,carrot,12
6393,carrot,14
6394,carrot,11
6395,carrot,14
6396,carrot,10
6397,carrot,9
6398,carrot,8
6399,carrot,11
6400,carrot,9
6401,carrot,12
6402,carrot,7
6403,carrot,9
6404,carrot,11
6405,carrot,8
6406,carrot,9
6407,carrot,13
6408,carrot,11
6409,carrot,7
6410,carrot,11
6411,carrot,8
6412,carrot,10
6413,carrot,7
6414,carrot,10
6415,carrot,12
6416,carrot,8
6417,carrot,7
6418,carrot,15
6419,carrot,7
6420,carrot,8
6421,carrot,13
6422,carrot,13
6423,carrot,14
6424,carrot,8
6425,carrot,11
6426,carrot,10
6427,carrot,8
6428,carrot,15
6429,carrot,14
6430,carrot,8
6431,carrot,10
6432,carrot,11
6433,carrot,12
6434,carrot,8
6435,carrot,9
6436,carrot,13
6437,carrot,9
6438,carrot,12
6439,carrot,14
6440,carrot,11
6441,carrot,10
6442,carrot,14
6443,carrot,15
6444,carrot,9
6445,carrot,7
6446,carrot,11
6447,carrot,11
6448,carrot,8
6449,carrot,14
6450,carrot,9
6451,carrot,10
6452,carrot,8
6453,carrot,13
6454,carrot,8
6455,carrot,14
6456,carrot,10
6457,carrot,10
6458,carrot,13
6459,carrot,12
6460,carrot,10
6461,carrot,7
6462,carrot,9
6463,carrot,12
6464,carrot,12
6465,carrot,13
6466,carrot,10
6467,carrot,12
6468,carrot,7
6469,carrot,12
6470,carrot,11
6471,carrot,12
6472,carrot,11
6473,carrot,9
6474,carrot,12
6475,carrot,7
6476,carrot,8
6477,carrot,12
6478,carrot,8
6479,carrot,8
6480,carrot,10
6481,carrot,9
6482,carrot,9
6483,carrot,9
6484,carrot,12
6485,carrot,10
6486,carrot,10
6487,carrot,8
6488,carrot,8
6489,carrot,7
6490,carrot,7
6491,carrot,10
6492,carrot,7
6493,carrot,11
6494,carrot,8
6495,carrot,10
6496,carrot,13
6497,carrot,9
6498,carrot,8
6499,carrot,11
6500,carrot,9
6501,carrot,9
6502,carrot,12
6503,carrot,8
6504,carrot,11
6505,carrot,11
6506,carrot,7
6507,carrot,11
6508,carrot,9
6509,carrot,13
6510,carrot,12
6511,carrot,9
6512,carrot,8
6513,carrot,18
6514,carrot,8
6515,carrot,8
6516,carrot,8
6517,carrot,12
6518,carrot,11
6519,carrot,9
6520,carrot,12
6521,carrot,9
6522,carrot,12
6523,carrot,8
6524,carrot,13
6525,carrot,14
6526,carrot,8
6527,carrot,8
6528,carrot,10
6529,carrot,9
6530,carrot,10
6531,carrot,8
6532,carrot,12
6533,carrot,13
6534,carrot,15
6535,carrot,14
6536,carrot,8
6537,carrot,8
6538,carrot,9
6539,carrot,10
6540,carrot,14
6541,carrot,10
6542,carrot,9
6543,carrot,8
6544,carrot,8
6545,carrot,7
6546,carrot,9
6547,carrot,8
6548,carrot,12
6549,carrot,12
6550,carrot,10
6551,carrot,9
6552,carrot,13
6553,carrot,9
6554,carrot,7
6555,carrot,7
6556,carrot,9
6557,carrot,7
6558,carrot,7
6559,carrot,11
6560,carrot,8
6561,carrot,8
6562,carrot,9
6563,carrot,7
6564,carrot,7
6565,carrot,9
6566,carrot,16
6567,carrot,13
6568,carrot,8
6569,carrot,10
6570,carrot,11
6571,carrot,8
6572,carrot,10
6573,carrot,8
6574,carrot,13
6575,carrot,12
6576,carrot,9
6577,carrot,9
6578,carrot,9
6579,carrot,8
6580,carrot,9
6581,carrot,11
6582,carrot,8
6583,carrot,10
6584,carrot,12
6585,carrot,10
6586,carrot,11
6587,carrot,13
6588,carrot,14
6589,carrot,10
6590,carrot,12
6591,carrot,10
6592,carrot,11
6593,carrot,10
6594,carrot,9
6595,carrot,11
6596,carrot,10
6597,carrot,9
6598,carrot,13
6599,carrot,10
6600,carrot,13
6601,carrot,9
6602,carrot,10
6603,carrot,8
6604,carrot,12
6605,carrot,11
6606,carrot,15
6607,carrot,10
6608,carrot,15
6609,carrot,9
6610,carrot,11
6611,carrot,8
6612,carrot,12
6613,carrot,13
6614,carrot,11
6615,carrot,9
6616,carrot,11
6617,carrot,10
6618,carrot,9
6619,carrot,10
6620,carrot,12
6621,carrot,12
6622,carrot,9
6623,carrot,14
6624,carrot,7
6625,carrot,10
6626,carrot,9
6627,carrot,7
6628,carrot,11
6629,carrot,10
6630,carrot,10
6631,carrot,12
6632,carrot,12
6633,carrot,13
6634,carrot,14
6635,carrot,9
6636,carrot,7
6637,carrot,11
6638,carrot,9
6639,carrot,9
6640,carrot,10
6641,carrot,13
6642,carrot,14
6643,carrot,8
6644,carrot,9
6645,carrot,9
6646,carrot,9
6647,carrot,10
6648,carrot,11
6649,carrot,12
6650,carrot,8
6651,carrot,9
6652,carrot,8
6653,carrot,7
6654,carrot,10
6655,carrot,9
6656,carrot,8
6657,carrot,12
6658,carrot,16
6659,carrot,10
6660,carrot,9
6661,carrot,12
6662,carrot,8
6663,carrot,14
6664,carrot,12
6665,carrot,12
6666,carrot,10
6667,carrot,8
6668,carrot,13
6669,carrot,8
6670,carrot,9
6671,carrot,8
6672,carrot,12
6673,carrot,9
6674,carrot,14
6675,carrot,11
6676,carrot,9
6677,carrot,11
6678,carrot,10
6679,carrot,11
6680,carrot,9
6681,carrot,9
6682,carrot,12
6683,carrot,11
6684,carrot,15
6685,carrot,7
6686,carrot,12
6687,carrot,11
6688,carrot,12
6689,carrot,10
6690,carrot,11
6691,carrot,11
6692,carrot,9
6693,carrot,9
6694,carrot,7
6695,carrot,11
6696,carrot,14
6697,carrot,10
6698,carrot,14
6699,carrot,10
6700,carrot,11
6701,carrot,9
6702,carrot,12
6703,carrot,8
6704,carrot,8
6705,carrot,10
6706,carrot,11
6707,carrot,13
6708,carrot,12
6709,carrot,11
6710,carrot,12
6711,carrot,9
6712,carrot,11
6713,carrot,7
6714,carrot,8
6715,carrot,8
6716,carrot,12
6717,carrot,8
6718,carrot,10
6719,carrot,7
6720,carrot,9
6721,carrot,8
6722,carrot,10
6723,carrot,14
6724,carrot,10
6725,carrot,9
6726,carrot,14
6727,carrot,8
6728,carrot,9
6729,carrot,14
6730,carrot,11
6731,carrot,11
6732,carrot,15
6733,carrot,16
6734,carrot,7
6735,carrot,8
6736,carrot,11
6737,carrot,7
6738,carrot,9
6739,carrot,8
6740,carrot,9
6741,carrot,13
6742,carrot,10
6743,carrot,12
6744,carrot,9
6745,carrot,9
6746,carrot,8
6747,carrot,10
6748,carrot,10
6749,carrot,8
6750,carrot,8
6751,carrot,9
6752,carrot,12
6753,carrot,11
6754,carrot,10
6755,carrot,9
6756,carrot,22
6757,carrot,9
6758,carrot,9
6759,carrot,8
6760,carrot,9
6761,carrot,16
6762,carrot,8
6763,carrot,9
6764,carrot,14
6765,carrot,13
6766,carrot,10
6767,carrot,8
6768,carrot,9
6769,carrot,13
6770,carrot,14
6771,carrot,11
6772,carrot,7
6773,carrot,9
6774,carrot,8
6775,carrot,9
6776,carrot,11
6777,carrot,11
6778,carrot,11
6779,carrot,11
6780,carrot,10
6781,carrot,8
6782,carrot,11
6783,carrot,12
6784,carrot,9
6785,carrot,12
6786,carrot,13
6787,carrot,11
6788,carrot,10
6789,carrot,11
6790,carrot,9
6791,carrot,10
6792,carrot,14
6793,carrot,10
6794,carrot,9
6795,carrot,11
6796,carrot,13
6797,carrot,9
6798,carrot,7
6799,carrot,8
6800,carrot,12
6801,carrot,8
6802,carrot,13
6803,carrot,12
6804,carrot,9
6805,carrot,10
6806,carrot,13
6807,carrot,10
6808,carrot,10
6809,carrot,15
6810,carrot,7
6811,carrot,10
6812,carrot,8
6813,carrot,8
6814,carrot,14
6815,carrot,12
6816,carrot,10
6817,carrot,10
6818,carrot,13
6819,carrot,11
6820,carrot,9
6821,carrot,11
6822,carrot,10
6823,carrot,12
6824,carrot,10
6825,carrot,11
6826,carrot,8
6827,carrot,10
6828,carrot,11
6829,carrot,11
6830,carrot,9
6831,carrot,9
6832,carrot,15
6833,carrot,14
6834,carrot,13
6835,carrot,12
6836,carrot,13
6837,carrot,11
6838,carrot,8
6839,carrot,9
6840,carrot,9
6841,carrot,9
6842,carrot,8
6843,carrot,11
6844,carrot,16
6845,carrot,9
6846,carrot,7
6847,carrot,7
6848,carrot,9
6849,carrot,11
6850,carrot,8
6851,carrot,11
6852,carrot,9
6853,carrot,11
6854,carrot,9
6855,carrot,9
6856,carrot,10
6857,carrot,14
6858,carrot,11
6859,carrot,8
6860,carrot,13
6861,carrot,10
6862,carrot,12
6863,carrot,11
6864,carrot,9
6865,carrot,9
6866,carrot,9
6867,carrot,8
6868,carrot,11
6869,carrot,9
6870,carrot,9
6871,carrot,7
6872,carrot,15
6873,carrot,8
6874,carrot,10
6875,carrot,8
6876,carrot,8
6877,carrot,13
6878,carrot,10
6879,carrot,8
6880,carrot,10
6881,carrot,9
6882,carrot,14
6883,carrot,7
6884,carrot,7
6885,carrot,13
6886,carrot,9
6887,carrot,12
6888,carrot,12
6889,carrot,10
6890,carrot,9
6891,carrot,16
6892,carrot,10
6893,carrot,9
6894,carrot,9
6895,carrot,11
6896,carrot,15
6897,carrot,8
6898,carrot,9
6899,carrot,8
6900,carrot,8
6901,carrot,14
6902,carrot,9
6903,carrot,9
6904,carrot,9
6905,carrot,11
6906,carrot,12
6907,carrot,10
6908,carrot,7
6909,carrot,10
6910,carrot,10
6911,carrot,9
6912,carrot,13
6913,carrot,11
6914,carrot,9
6915,carrot,10
6916,carrot,10
6917,carrot,14
6918,carrot,8
6919,carrot,9
6920,carrot,13
6921,carrot,7
6922,carrot,9
6923,carrot,9
6924,carrot,8
6925,carrot,8
6926,carrot,10
6927,carrot,8
6928,carrot,13
6929,carrot,9
6930,carrot,9
6931,carrot,9
6932,carrot,10
6933,carrot,8
6934,carrot,10
6935,carrot,7
6936,carrot,11
6937,carrot,10
6938,carrot,10
6939,carrot,11
6940,carrot,8
6941,carrot,11
6942,carrot,8
6943,carrot,10
6944,carrot,8
6945,carrot,8
6946,carrot,9
6947,carrot,7
6948,carrot,7
6949,carrot,8
6950,carrot,12
6951,carrot,7
6952,carrot,9
6953,carrot,7
6954,carrot,8
6955,carrot,9
6956,carrot,15
6957,carrot,12
6958,carrot,8
6959,carrot,7
6960,carrot,12
6961,carrot,13
6962,carrot,11
6963,carrot,10
6964,carrot,10
6965,carrot,7
6966,carrot,9
6967,carrot,10
6968,carrot,12
6969,carrot,11
6970,carrot,8
6971,carrot,11
6972,carrot,13
6973,carrot,12
6974,carrot,9
6975,carrot,8
6976,carrot,8
6977,carrot,11
6978,carrot,11
6979,carrot,14
6980,carrot,11
6981,carrot,10
6982,carrot,9
6983,carrot,10
6984,carrot,12
6985,carrot,11
6986,carrot,11
6987,carrot,19
6988,carrot,8
6989,carrot,8
6990,carrot,9
6991,carrot,8
6992,carrot,13
6993,carrot,11
6994,carrot,8
6995,carrot,7
6996,carrot,11
6997,carrot,9
6998,carrot,13
6999,carrot,8
7000,carrot,13
7001,carrot,9
7002,carrot,9
7003,carrot,10
